,PMID,Publication Title,Authors,Publication Date,Journal,dbgap_accession,RADx Program,Study Name,Citations,IF,All PHS,Study Count
196,36106337,SARS-CoV-2 neutralizing antibody response after three doses of mRNA1273 vaccine and COVID-19 in hemodialysis patients.,"Wang X, Han M, Fuentes LR, Thwin O, Grobe N, Wang K, Wang Y, Kotanko P",2022,Frontiers in nephrology,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",8,,['phs002657'],1
197,36031854,Modified Brier score for evaluating prediction accuracy for binary outcomes.,"Yang W, Jiang J, Schnellinger EM, Kimmel SE, Guo W",2022 Dec,Statistical methods in medical research,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",11,1.6,['phs002657'],1
198,34530746,Transmission of SARS-CoV-2 considering shared chairs in outpatient dialysis: a real-world case-control study.,"Thadhani R, Willetts J, Wang C, Larkin J, Zhang H, Fuentes LR, Usvyat L, Belmonte K, Wang Y, Kossmann R, Hymes J, Kotanko P, Maddux F",2021 Sep 16,BMC nephrology,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",1,2.2,['phs002657'],1
199,34378318,Trajectories of clinical and laboratory characteristics associated with COVID-19 in hemodialysis patients by survival.,"Chaudhuri S, Lasky R, Jiao Y, Larkin J, Monaghan C, Winter A, Neri L, Kotanko P, Hymes J, Lee S, Wang Y, Kooman JP, Maddux F, Usvyat L",2022 Jan,Hemodialysis international. International Symposium on Home Hemodialysis,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",5,1.2,['phs002657'],1
200,34230102,Presence of SARS-CoV-2 Antibodies in Spent Peritoneal Dialysate.,"Wang X, Grobe N, Patel A, Sharma S, Uribarri J, Kotanko P",2021 Aug,Journal of the American Society of Nephrology : JASN,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",4,10.3,['phs002657'],1
201,34094520,Arterial oxygen saturation and hypoxemia in hemodialysis patients with COVID-19.,"Preciado P, Tapia Silva LM, Ye X, Zhang H, Wang Y, Waguespack P, Kooman JP, Kotanko P",2021 Apr,Clinical kidney journal,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",4,3.9,['phs002657'],1
202,33898967,SARS-CoV-2 Seropositivity Rates in Patients and Clinical Staff in New York City Dialysis Facilities: Association With the General Population.,"Thwin O, Grobe N, Tapia Silva LM, Ye X, Zhang H, Wang Y, Kotanko P",2021 Jul-Aug,Kidney medicine,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",3,3.2,['phs002657'],1
203,33878507,Sample pooling: burden or solution?,"Grobe N, Cherif A, Wang X, Dong Z, Kotanko P",2021 Sep,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",27,10.9,['phs002657'],1
204,33685976,Comparative Analysis of SARS-CoV-2 Reproduction Rates in the Dialysis and General Populations.,"Cherif A, Willetts JL, Usvyat L, Wang Y, Kotanko P",2021 Apr,Journal of the American Society of Nephrology : JASN,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",8,10.3,['phs002657'],1
205,33655270,Transmission of SARS-CoV-2 Considering Shared Chairs in Outpatient Dialysis: A Real-World Case-Control Study.,"Thadhani R, Willetts J, Wang C, Larkin J, Zhang H, Fuentes LR, Usvyat L, Belmonte K, Wang Y, Kossmann R, Hymes J, Kotanko P, Maddux F",2021 Feb 23,medRxiv : the preprint server for health sciences,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",1,,['phs002657'],1
206,37771511,Time-to-Event Analysis with Unknown Time Origins via Longitudinal Biomarker Registration.,"Wang T, Ratcliffe SJ, Guo W",2023,Journal of the American Statistical Association,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",1,3.0,['phs002657'],1
207,36594047,Estimation and model selection for nonparametric function-on-function regression.,"Wang Z, Dong H, Ma P, Wang Y",2022,"Journal of computational and graphical statistics : a joint publication of American Statistical Association, Institute of Mathematical Statistics, Interface Foundation of North America",phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",2,1.4,['phs002657'],1
208,36106337,SARS-CoV-2 neutralizing antibody response after three doses of mRNA1273 vaccine and COVID-19 in hemodialysis patients.,"Wang X, Han M, Fuentes LR, Thwin O, Grobe N, Wang K, Wang Y, Kotanko P",2022,Frontiers in nephrology,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",8,,['phs002657'],1
209,36031854,Modified Brier score for evaluating prediction accuracy for binary outcomes.,"Yang W, Jiang J, Schnellinger EM, Kimmel SE, Guo W",2022 Dec,Statistical methods in medical research,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",11,1.6,['phs002657'],1
210,34530746,Transmission of SARS-CoV-2 considering shared chairs in outpatient dialysis: a real-world case-control study.,"Thadhani R, Willetts J, Wang C, Larkin J, Zhang H, Fuentes LR, Usvyat L, Belmonte K, Wang Y, Kossmann R, Hymes J, Kotanko P, Maddux F",2021 Sep 16,BMC nephrology,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",1,2.2,['phs002657'],1
211,34378318,Trajectories of clinical and laboratory characteristics associated with COVID-19 in hemodialysis patients by survival.,"Chaudhuri S, Lasky R, Jiao Y, Larkin J, Monaghan C, Winter A, Neri L, Kotanko P, Hymes J, Lee S, Wang Y, Kooman JP, Maddux F, Usvyat L",2022 Jan,Hemodialysis international. International Symposium on Home Hemodialysis,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",5,1.2,['phs002657'],1
212,34230102,Presence of SARS-CoV-2 Antibodies in Spent Peritoneal Dialysate.,"Wang X, Grobe N, Patel A, Sharma S, Uribarri J, Kotanko P",2021 Aug,Journal of the American Society of Nephrology : JASN,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",4,10.3,['phs002657'],1
213,33898967,SARS-CoV-2 Seropositivity Rates in Patients and Clinical Staff in New York City Dialysis Facilities: Association With the General Population.,"Thwin O, Grobe N, Tapia Silva LM, Ye X, Zhang H, Wang Y, Kotanko P",2021 Jul-Aug,Kidney medicine,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",3,3.2,['phs002657'],1
214,33878507,Sample pooling: burden or solution?,"Grobe N, Cherif A, Wang X, Dong Z, Kotanko P",2021 Sep,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,phs002657,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",27,10.9,['phs002657'],1
215,36764116,"If you build it, will they come? Is test site availability a root cause of geographic disparities in COVID-19 testing?","Hendricks B, Price BS, Dotson T, Kimble W, Davis S, Khodaverdi M, Halasz A, Smith GS, Hodder S",2023 Mar,Public health,phs002662,RADx-UP,Developing Novel Strategies to Increase COVID-19 Testing Among Underserved and Vulnerable Populations in West Virginia through Community and State Partnerships,5,3.9,['phs002662'],1
216,36265093,Novel Strategies to Increase COVID-19 Testing Among Underserved and Vulnerable Populations in West Virginia.,"Whanger S, Davis SK, Kemper E, Heath-Granger J, Hodder SL",2022 Nov,American journal of public health,phs002662,RADx-UP,Developing Novel Strategies to Increase COVID-19 Testing Among Underserved and Vulnerable Populations in West Virginia through Community and State Partnerships,3,9.6,['phs002662'],1
217,34731188,Predicting increases in COVID-19 incidence to identify locations for targeted testing in West Virginia: A machine learning enhanced approach.,"Price BS, Khodaverdi M, Halasz A, Hendricks B, Kimble W, Smith GS, Hodder SL",2021,PloS one,phs002662,RADx-UP,Developing Novel Strategies to Increase COVID-19 Testing Among Underserved and Vulnerable Populations in West Virginia through Community and State Partnerships,4,2.9,['phs002662'],1
218,33812965,"Coronavirus testing disparities associated with community level deprivation, racial inequalities, and food insecurity in West Virginia.","Hendricks B, Paul R, Smith C, Wen S, Kimble W, Amjad A, Atkins A, Hodder S",2021 Jul,Annals of epidemiology,phs002662,RADx-UP,Developing Novel Strategies to Increase COVID-19 Testing Among Underserved and Vulnerable Populations in West Virginia through Community and State Partnerships,17,3.3,['phs002662'],1
219,37128434,An Unsupervised Cluster Analysis of Post-COVID-19 Mental Health Outcomes and Associated Comorbidities,"Brown KA, Sarkar IN, Crowley KM, Aluthge DP, Chen ES",2023 Apr 29,AMIA Annual Symposium Proceedings,phs002662,RADx-UP,Developing Novel Strategies to Increase COVID-19 Testing Among Underserved and Vulnerable Populations in West Virginia through Community and State Partnerships,54,,"['phs002775', 'phs002662']",2
220,38013742,Hesitant adopters: COVID-19 vaccine hesitancy among diverse vaccinated adults in the United States.,"Reece S, CarlLee S, Scott AJ, Willis DE, Rowland B, Larsen K, Holman-Allgood I, McElfish PA",2023 Jun,Infectious medicine,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,15,,['phs002520'],1
221,37400094,Associations between COVID-19 Death Exposure and COVID-19 Vaccine Hesitancy and Vaccine Uptake.,"Andersen JA, Scott AJ, Rowland B, Willis DE, McElfish PA",2023 Jul,Southern medical journal,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,0,1.0,['phs002520'],1
222,37394866,Understanding Vaccination Among Hesitant Adopters of the COVID-19 Vaccine Using the Increasing Vaccination Model.,"Moore R, Purvis RS, CarlLee S, Hallgren E, Kraleti S, Willis DE, McElfish PA",2023 Jul 3,Journal of health communication,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,2,3.1,['phs002520'],1
223,37191303,Factors Associated With Marshallese and Hispanic Adults' Willingness to Receive a COVID-19 Booster Dose.,"Purvis RS, Vincenzo JL, Spear M, Moore R, Patton SK, Callaghan-Koru J, McElfish PA, Curran GM",2023 Jan-Dec,Journal of primary care & community health,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,1,3.0,['phs002520'],1
224,36892814,"Racial Misclassification, Discrimination, Consciousness, and Self-Rated Health Among Native Hawaiian and Pacific Islander Adults in the USA.","Willis DE, Kaholokula JK, Andersen JA, Selig JP, Bogulski CA, Scott AJ, McElfish PA",2024 Apr,Journal of racial and ethnic health disparities,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,1,3.2,['phs002520'],1
225,36851286,Healthcare Access and Experiences of Racial Discrimination as Predictors of General Vaccine Hesitancy.,"CarlLee S, Willis DE, Andersen JA, Gurel-Headley M, Kraleti SS, Selig JP, Moore R, Diaz-Cruz A, Macechko MD, McElfish PA",2023 Feb 10,Vaccines,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,1,5.2,['phs002520'],1
226,36626048,Experiences of Discrimination Among Native Hawaiians and Pacific Islanders Living in the USA.,"Andersen JA, Willis DE, Kaholokula JK, Rowland B, Council S, Riklon S, McElfish PA",2024 Feb,Journal of racial and ethnic health disparities,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,3,3.2,['phs002520'],1
227,36539771,Overcoming barriers and enhancing facilitators to COVID-19 vaccination in the Hispanic community.,"Moore R, Rojo MO, Purvis RS, Marin LP, YÃ¡Ã±ez J, Reece S, Wells C, Vaughn B, McElfish PA",2022 Dec 20,BMC public health,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,8,3.5,['phs002520'],1
228,36466305,COVID-19 vaccine hesitancy and racial discrimination among US adults.,"Willis DE, Montgomery BEE, Selig JP, Andersen JA, Shah SK, Li J, Reece S, Alik D, McElfish PA",2023 Feb,Preventive medicine reports,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,17,2.4,['phs002520'],1
229,36330587,The vaccine hesitancy continuum among hesitant adopters of the COVID-19 vaccine.,"Moore R, Purvis RS, Willis DE, Worley KC, Hervey D, Reece S, Yeates A, McElfish PA",2022 Dec,Clinical and translational science,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,15,3.1,['phs002520'],1
230,36004689,Hesitant adopters: An examination of hesitancy among adults in Arkansas who have taken the COVID-19 vaccine.,"McElfish PA, Rowland B, Scott AJ, Andersen JA, CarlLee S, McKinnon JC, Reece S, Meredith-Neve SM, Macechko MD, Gurel-Headley M, Willis DE",2022 Oct,Clinical and translational science,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,12,3.1,['phs002520'],1
231,35924749,COVID-19 Death Exposure among Adults in the United States.,"Willis DE, Andersen JA, Hallgren E, Moore R, Selig JP, Scott AJ, Kraleti SS, McElfish PA",2022 Aug 4,Omega,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,3,1.5,['phs002520'],1
232,35506876,Parent/guardian intentions to vaccinate children against COVID-19 in the United States.,"Willis DE, Schootman M, Shah SK, Reece S, Selig JP, Andersen JA, McElfish PA",2022 Nov 30,Human vaccines & immunotherapeutics,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,19,4.1,['phs002520'],1
233,35391714,COVID-19 Vaccine Hesitancy and Experiences of Discrimination Among Black Adults.,"Willis DE, Andersen JA, Montgomery BEE, Selig JP, Shah SK, Zaller N, Bryant-Moore K, Scott AJ, Williams M, McElfish PA",2023 Jun,Journal of racial and ethnic health disparities,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,31,3.2,['phs002520'],1
234,35334993,Parents' and Guardians' Intentions to Vaccinate Children against COVID-19.,"McElfish PA, Willis DE, Shah SK, Reece S, Andersen JA, Schootman M, Richard-Davis G, Selig JP, Warmack TS",2022 Feb 25,Vaccines,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,15,5.2,['phs002520'],1
235,34960164,Trusted Sources of COVID-19 Vaccine Information among Hesitant Adopters in the United States.,"Purvis RS, Hallgren E, Moore RA, Willis DE, Hall S, Gurel-Headley M, McElfish PA",2021 Dec 1,Vaccines,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,58,5.2,['phs002520'],1
236,34893018,Facilitators to vaccination among hesitant adopters.,"Hallgren E, Moore R, Purvis RS, Hall S, Willis DE, Reece S, CarlLee S, Gurel-Headley M, McElfish PA",2021 Dec 2,Human vaccines & immunotherapeutics,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,28,4.1,['phs002520'],1
237,38013742,Hesitant adopters: COVID-19 vaccine hesitancy among diverse vaccinated adults in the United States.,"Reece S, CarlLee S, Scott AJ, Willis DE, Rowland B, Larsen K, Holman-Allgood I, McElfish PA",2023 Jun,Infectious medicine,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,15,,['phs002520'],1
238,37400094,Associations between COVID-19 Death Exposure and COVID-19 Vaccine Hesitancy and Vaccine Uptake.,"Andersen JA, Scott AJ, Rowland B, Willis DE, McElfish PA",2023 Jul,Southern medical journal,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,0,1.0,['phs002520'],1
239,37394866,Understanding Vaccination Among Hesitant Adopters of the COVID-19 Vaccine Using the Increasing Vaccination Model.,"Moore R, Purvis RS, CarlLee S, Hallgren E, Kraleti S, Willis DE, McElfish PA",2023 Jul 3,Journal of health communication,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,2,3.1,['phs002520'],1
240,37191303,Factors Associated With Marshallese and Hispanic Adults' Willingness to Receive a COVID-19 Booster Dose.,"Purvis RS, Vincenzo JL, Spear M, Moore R, Patton SK, Callaghan-Koru J, McElfish PA, Curran GM",2023 Jan-Dec,Journal of primary care & community health,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,1,3.0,['phs002520'],1
241,36851286,Healthcare Access and Experiences of Racial Discrimination as Predictors of General Vaccine Hesitancy.,"CarlLee S, Willis DE, Andersen JA, Gurel-Headley M, Kraleti SS, Selig JP, Moore R, Diaz-Cruz A, Macechko MD, McElfish PA",2023 Feb 10,Vaccines,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,1,5.2,['phs002520'],1
242,36539771,Overcoming barriers and enhancing facilitators to COVID-19 vaccination in the Hispanic community.,"Moore R, Rojo MO, Purvis RS, Marin LP, YÃ¡Ã±ez J, Reece S, Wells C, Vaughn B, McElfish PA",2022 Dec 20,BMC public health,phs002520,RADx-UP,Community-Based COVID-19 Testing Evaluation,8,3.5,['phs002520'],1
